text,sentiment
 You better believe it!   and I wouldn`t miss it for the world!,positive
TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day,positive
 LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!,positive
good morning everbody!,positive
I want an iPhone <33333,positive
"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",positive
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive
 that is a good pic  All the guys looked good yesterday tho..don`t ya think?,positive
Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,positive
I`m still up! Thank you all for praying (: AHAHAHA! I`m watching Britney: For the Record until school. Today should be a good day,positive
  have funnn!,positive
_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,positive
 Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,positive
goooooood morning!,positive
Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??,positive
   Oh Duh....I see that now .....thank you....,positive
" just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track",positive
 aww bradie loves perth  I love the ad at the top of his page too lol ****,positive
"Had a Great weekend!! and is in such a good mood, she doesn`t even mind being at work this morning!",positive
 im good! im on my laptop using and external internet plug. i need to send it away to be fixed,positive
Its a Bank Holiday!..... If you`re happy and you know it CLAP YOUR HANDS!,positive
 why yes ... a bag of goodies  lol,positive
"i`m actually starting to quite like lily allen and her music, to be honest.",positive
"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",positive
"Just started on here and i already see  and  are by far the biggest talkers, er, i mean tweeters!",positive
Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,positive
 ahahaha! That`s funny.,positive
listening to some bands recommended to me by Sarrah  i really like the friday night boys <3,positive
I am dying to hangout on a Friday afternoon...,positive
http://wave.google.com/ <3 Google ... wish they`d spend a bit more time adding bits to Chrome though,positive
" Thank you! Your makeup art is top-notch, come to my house every morning! ha ha",positive
i wish i were hanging out with kobe right now,positive
"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",positive
Cleaning up the kitchen &watching the Royals play,positive
 cool. looking forward. san francisco was really nice. didn`t make it out to napa though  maybe next time.,positive
"I love my daddy, but I don`t want to go to his house today.",positive
hoping it will rain again because it`s sooo warm,positive
likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,positive
_Willhoit Hoping your A/C is being fixed right now for you!,positive
 Thanks. They`re both so cute. Havent been home for many years so havent seen them in person,positive
 LoL! there u go..that`s the spirit haha,positive
" not got virgin yet... not sure I can, tbh ... thanks anyway!",positive
Happy Mother`s Day! I love my mommy,positive
 It was a lovely attempt at poetry!,positive
 lol. i get about the same reaction when i mention my new goal - kona triathlon now that boston marathon is done.,positive
 g`mornin,positive
"It started out so lovely this morning, now looks like it`s gonna chuck it down",positive
I`ve got great expectations of tomorrow  It`s gonna be awesome!! ? http://blip.fm/~5jf53,positive
 i agree with you!,positive
Let`s continue being productive today,positive
_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,positive
_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins)  I`m glad I get to keep it,positive
 You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,positive
" Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio& Thors WONDERFUR mama!!  *kittykisses*",positive
Now I`m off to bed - HAPPY MOTHER`S DAY ALL - HAVE A GREAT ONE,positive
wondering what on earth is this new tools for,positive
 I hope for a speedy recovery for you!,positive
 Haha you`re welcome! I was honestly going crazy too. Have a great night as well,positive
 you will be great! Have a wonderful first day,positive
" not to sound preachery or anything, but my iphone is amazing.  haven`t had an issue since the 2.0 firmware   {wink wink}",positive
_the_bear  I love  the names!,positive
 awhhh It was so nice to see you.,positive
Happy Mothers day to all the Mom`s on there!!,positive
 hey there? hope you`re all right. Just watching F1 Warm Up for GP Spain!,positive
 ok point taken.  I`ll tell my team to stop our cynical championing of standards. Active-X is far better anyway,positive
Happy mothers day mom.. i love yew...,positive
Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway,positive
good morning - thank you for my hot cup of tea ,positive
gives you a Haiku status (inspired by Michelle Yuen)  the sun is shining a perfect day glorious day outside my office,positive
The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,positive
 Happy Birthday!!!!!,positive
" thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",positive
i jus love doin night shifts...will be done in an hour,positive
" ah its getting there  still a fair bit to go, but it`s coming together fairly well! aw  where are you from?",positive
moving 11 blocks up the street. goodbye hardwood floors,positive
 It`s pretty perfect eh! Yes We Cannabis!  I saw some of those signs at the Global Marijuana March too.,positive
"Basically I`ve listened to Miley Cyrus for fourteen hours now, and I love it.",positive
   hi holly  i`ll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,positive
good morning guys!  experimental chemistry test this morning :s wish me luck!,positive
I think im becoming obsessed with MGMT- kids  <3,positive
 Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,positive
 I like them.  Is that weird?,positive
" I`m blue.  In other news, you will love tonight`s DC!",positive
 so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,positive
" those cakes sure look good ,,took one if it`s ok with you  ummm good tks",positive
Looking at old pictures... I love it & miss the good ol days,positive
loves my new twitter background...my two heros...wichita and kraussey!  haha,positive
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,positive
Moving today!!  I`m so excited!,positive
 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,positive
_Stained http://twitpic.com/4jhe5 - I LOVE it!  that is just so awesome,positive
" bahaha, BOF? you`ve gotta get a life... although i can`t say much with my obsession with miley cyrus.. I`VE gotta get a life",positive
 Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog,positive
"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",positive
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
Someone just admitted to having a crush on me.. That`s cool,positive
Happy Mother`s Day to Us  FOR NOT BEIN MAMMAS YET and being lucky enough to live our lives a little 1st,positive
"watching 'Steel Magnolias' then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, <3 peace.love.jonas",positive
"Had a BLAST this weekend with my sweet girls in Vancouver, watching my awesome Celtic lads... AND I got to see Alissa! Now I`m home",positive
" oh, joy. We have the Elmo potty video too.",positive
whew. did some more vacuuming. what a good time! You should vacuum.,positive
 http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,positive
yess! talking 2 a hott guy!  happy **** ****!,positive
" oooh...I wish I could`ve gone there today, too!   I know Zach was looking forward to it.",positive
another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,positive
 hahaha thaanks!  iï¿½m from brazil!,positive
"Come on all you lovely fans Number 14 in the Local pop Charts  Let launch an assault on the number 1 slot!!! www,reverbnation.com/suki ...",positive
